POLITICAL_UNIT,NAME,WGMS_ID,GEN_LOCATION,SPEC_LOCATION,LATITUDE,LONGITUDE,PRIM_CLASSIFIC,FORM,FRONTAL_CHARS,EXPOS_ACC_AREA,EXPOS_ABL_AREA,PARENT_GLACIER,REMARKS,GLACIER_REGION_CODE,GLACIER_SUBREGION_CODE
AR,AGUA NEGRA,4532,DESERT ANDES,JACHAL BASIN,-30.1649,-69.8094,6,3,8,SE,SE,,,SAN,SAN-02
AR,ALERCE,1346,NORTHERN PATAGONIA,TRONADOR,-41.17,-71.82,5,3,4,E,SE,,,SAN,SAN-02
AR,ALFA,10453,CENTRAL ANDES,TUPUNGATO BASIN,-33.0769,-70.0649,6,3,6,NE,NE,,,SAN,SAN-02
AR,AMEGHINO,3800,PATAGONIAN ANDES,LAGO ARGENTINO,-50.455,-73.315,4,2,4,N,E,,,SAN,SAN-01
AR,AZUFRE,2851,CORDILLERA PRINCIPAL,PLANCHON-PETEROA,-35.29,-70.55,5,3,8,E,E,,,SAN,SAN-02
AR,BAJO DEL PLOMO,10455,CENTRAL ANDES,TUPUNGATO BASIN,-33.0117,-69.9658,5,1,7,SE,SW,,,SAN,SAN-02
AR,BETA,10454,CENTRAL ANDES,TUPUNGATO BASIN,-33.0875,-70.0567,6,0,6,NE,NE,,,SAN,SAN-02
AR,BONETE S,1348,,,-41.45,-71,6,4,6,S,S,,,SAN,SAN-02
AR,BROWN SUPERIOR,3903,CENTRAL ANDES,CORDILLERA DE COLANGUIL,-29.983,-69.642,6,3,8,E,NE,,"Data from Cabrera & Leiva (2013, subm.) Ann. Glaciol. 54 (63).",SAN,SAN-02
AR,CAMISA,3591,CENTRAL ANDES,TUNUYAN BASIN,-33.7714,-69.8657,5,2,9,S,SE,,,SAN,SAN-02
AR,CANITO,4529,CENTRAL ANDES,CORDILLERA FRONTAL,-29.3673,-70.0086,6,2,8,SE,SE,,Binational glacier (CL/AR) reported as a unit.,SAN,SAN-02
AR,CANON HISPANO,3592,CORDILLERA PRINCIPAL,VO. SAN JOSE,-33.4712,-69.5059,5,2,8,NE,NE,,,SAN,SAN-02
AR,CONCONTA NORTE,3902,CENTRAL ANDES,CORDILLERA DE COLANGUIL,-29.976,-69.645,6,3,8,E,E,,"Data from Cabrera & Leiva (2013, subm.) Ann. Glaciol. 54 (63).",SAN,SAN-02
AR,DE LOS TRES,1675,PATAGONIA,SANTA CRUZ BASIN,-49.33,-73,5,4,4,SE,SE,,Data from V. Popovnin.,SAN,SAN-01
AR,FRIAS,1347,NORTHERN PATAGONIA,TRONADOR,-41.15,-71.83,5,3,8,NE,E,,,SAN,SAN-02
AR,FRIAS,1661,PATAGONIA,S.PAT.ICEFIELD,-50.75,-75.08,4,2,8,E,E,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
AR,GRANDE DEL NEVADO DEL PLOMO,3304,CENTRAL ANDES,TUPUNGATO BASIN,-33.1208,-70.0331,5,2,7,E,NE,,Surging glacier.,SAN,SAN-02
AR,GUSSFELDT,2848,CORDILLERA FRONTAL,ACONCAGUA,-32.61,-70.03,5,2,6,E,E,,,SAN,SAN-02
AR,LAGO DEL DESIERTO I,3713,PATAGONIAN ANDES,LAGO DEL DESIERTO,-49.0532,-72.9137,6,3,8,SE,SE,,,SAN,SAN-01
AR,LAGO DEL DESIERTO II,3714,PATAGONIAN ANDES,LAGO DEL DESIERTO,-49.0613,-72.9234,6,3,8,SE,SE,,,SAN,SAN-01
AR,LAGO DEL DESIERTO III,3715,PATAGONIAN ANDES,LAGO DEL DESIERTO,-49.07,-72.93,6,3,8,SE,SE,,,SAN,SAN-01
AR,LOS AMARILLOS,3904,CENTRAL ANDES,CORDILLERA FRONTAL,-29.2963,-69.9954,6,3,8,SE,SE,,Data from Cabrera & Leiva (2008).,SAN,SAN-02
AR,MANSO,1345,NORTHERN PATAGONIA,TRONADOR,-41.18,-71.87,5,0,7,SE,SE,,,SAN,SAN-02
AR,MARMOLEJO,3590,CENTRAL ANDES,TUNUYAN BASIN,-33.7308,-69.8573,5,3,9,SE,SE,,,SAN,SAN-02
AR,MARTIAL ESTE,2000,ANDES FUEGUINOS,MONTES MARTIAL,-54.78,-68.4,6,4,6,SE,SE,917,J. Strelin: MARTIAL ESTE is one out of the four ice masses known as MARTIAL GLACIER.,SAN,SAN-01
AR,NARVAEZ GRANDE,3799,PATAGONIAN ANDES,SIERRA DE SANGRA,-48.4716,-72.3397,5,2,4,E,E,,,SAN,SAN-01
AR,PENON,2850,CORDILLERA PRINCIPAL,PLANCHON-PETEROA,-35.27,-70.56,5,2,5,E,NE,,,SAN,SAN-02
AR,PIEDRAS BLANCAS,3716,PATAGONIAN ANDES,CERRO FITZ ROY,-49.2624,-73.0116,5,3,4,E,E,,,SAN,SAN-01
AR,PILOTO ESTE,3589,ANDES CENTRALES,CORDILLERA PRINCIPAL,-32.5887,-70.1421,5,3,8,S,S,,A mass balance programme is run on this eastern tongue of Piloto Glacier.,SAN,SAN-02
AR,POTRERILLOS,4530,CENTRAL ANDES,CORDILLERA FRONTAL,-29.3896,-70.0102,6,3,8,SE,SE,,Binational glacier (CL/AR) reported as a unit.,SAN,SAN-02
AR,SALINILLAS,3594,CORDILLERA PRINCIPAL,VO. SAN JOSE,-33.5102,-69.5171,5,2,9,SE,SE,,,SAN,SAN-02
AR,SAN JOSE,3593,CENTRAL ANDES,TUNUYAN BASIN,-33.8211,-69.8762,5,2,9,SE,SE,,,SAN,SAN-02
AR,SAN LORENZO SUR,3798,PATAGONIAN ANDES,MONTE SAN LORENZO,-47.6334,-72.3034,5,2,4,SE,S,,,SAN,SAN-01
AR,TORRE,3717,PATAGONIAN ANDES,CERRO TORRE,-49.325,-73.07,1,3,4,E,E,,,SAN,SAN-01
AR,TORTOLAS,4531,CENTRAL ANDES,CORDILLERA FRONTAL,-29.9369,-69.8856,6,3,8,E,E,,,SAN,SAN-02
AR,TUPUNGATO,4528,ANDES CENTRAL,TUPUNGATO BASIN,-33.3509,-69.723,5,0,7,SE,NE,,,SAN,SAN-02
AR,TUPUNGATO 01,2852,ANDES CENTRAL,TUPUNGATO BASIN,-33.39,-69.75,5,0,7,SE,NE,4528,"The form corresponds to a single accumulation area with serveral terminus, in a tipical volcano morphology.",SAN,SAN-02
AR,TUPUNGATO 02,2853,ANDES CENTRAL,TUPUNGATO BASIN,-33.38,-69.75,5,0,7,SE,E,4528,"The form corresponds to a single accumulation area with serveral terminus, in a tipical volcano morphology.",SAN,SAN-02
AR,TUPUNGATO 03,2854,ANDES CENTRAL,TUPUNGATO BASIN,-33.36,-69.75,5,0,7,E,NE,4528,"The form corresponds to a single accumulation area with serveral terminus, in a tipical volcano morphology.",SAN,SAN-02
AR,TUPUNGATO 04,2855,ANDES CENTRAL,TUPUNGATO BASIN,-33.34,-69.75,5,0,7,NE,NE,4528,"The form corresponds to a single accumulation area with serveral terminus, in a tipical volcano morphology.",SAN,SAN-02
AR,VACAS,2849,CORDILLERA FRONTAL,ACONCAGUA,-32.55,-69.99,5,2,6,E,E,,Coordinates corrected according to GoogleEarth.,SAN,SAN-02
CH,ADLER,3801,WESTERN ALPS,RHONE BASIN,46.01,7.87,6,2,8,W,W,389,Disintegrated from Findelengletscher in the 1990s.,CEU,CEU-01
CH,BIRCH,1670,WESTERN ALPS,RHONE BASIN,46.4,7.85,6,5,0,NW,NW,,"Entry from former field AUTHORS: ""DR. M. HOELZLE"".Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected; supposed to be called ""Baltschieder"".",CEU,CEU-01
CH,BODMER,1671,WESTERN ALPS,TESSIN BASIN,46.1742,8.0245,6,5,0,N,NE,,"Entry from former field AUTHORS: ""DR. M. HOELZLE"".Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.08 / 8.25.",CEU,CEU-01
CH,CLARIDENFIRN,2660,WESTERN ALPS,LINTH BASIN,46.8464,8.9006,6,0,0,,,,,CEU,CEU-01
CH,DOLENT GL. DU,2673,,,45.92,7.65,6,4,4,E,E,,,CEU,CEU-01
CH,DUNGEL,1678,ALPS,BERNESE ALPS,46.37,7.37,6,0,0,NE,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01
CH,GELTEN,1679,ALPS,BERNESE ALPS,46.35,7.33,6,0,0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01
CH,"MORTERATSCH, VADRET DA",1673,EASTERN ALPS,INN BASIN,46.4,9.93,5,1,9,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01
CH,"PERS, VADRET",10472,EASTERN ALPS,INN BASIN,46.4,9.96,6,1,8,N,NW,1673,,CEU,CEU-01
CH,SCALETTA,1680,ALPS,,46.7,9.95,6,5,0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01
CH,SIRWOLTE,1672,WESTERN ALPS,TESSIN BASIN,46.2024,7.9963,6,4,0,NE,NE,,Alternative name: GRIESSERNUHORN N,CEU,CEU-01
CH,TURTMANN,5869,WESTERN ALPS,RHONE BASIN,46.143,7.699,5,1,8,NW,N,,,CEU,CEU-01
CL,AMALIA,1653,PATAGONIA,S.PAT.ICEFIELD,-50.95,-73.75,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,AMARILLO,3905,CENTRAL ANDES,PASCUA LAMA BORDER PASS,-29.303,-70.001,6,3,8,SE,SE,,"Data from Cabrera & Leiva (2013, subm.) Ann. Glaciol. 54 (63).",SAN,SAN-02
CL,ARCO,1028,PATAGONIA,N.PAT.ICEFIELD,-47.28,-73.28,4,2,8,E,E,,,SAN,SAN-01
CL,ASIA,1652,PATAGONIA,S.PAT.ICEFIELD,-50.82,-73.73,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,BALMACEDA,1657,PATAGONIA,S.PAT.ICEFIELD,-51.38,-73.3,4,2,4,E,E,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,BENITO,1040,PATAGONIA,N.PAT.ICEFIELD,-47.03,-73.9,4,2,8,W,W,,,SAN,SAN-01
CL,BERNARDO,1634,PATAGONIA,S.PAT.ICEFIELD,-48.62,-73.93,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,CACHET,1026,PATAGONIA,N.PAT.ICEFIELD,-47.1,-73.2,4,2,8,E,E,,,SAN,SAN-01
CL,CALVO,1650,PATAGONIA,S.PAT.ICEFIELD,-50.68,-73.35,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,CHICO,2015,PATAGONIA,,-49,-73.07,4,2,4,N,N,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-01
CL,CIPRESES,2008,CENTRAL ANDES,,-34.55,-70.37,6,2,5,W,W,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-02
CL,COLONIA,1027,PATAGONIA,N.PAT.ICEFIELD,-47.25,-73.23,4,2,8,SE,SE,,,SAN,SAN-01
CL,DICKSON,1660,PATAGONIA,S.PAT.ICEFIELD,-50.78,-73.15,4,2,4,SE,SE,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,ECHAURREN NORTE,1344,CENTRAL ANDES,,-33.5778,-70.1311,6,4,3,SW,SW,,,SAN,SAN-02
CL,EUROPA,1646,PATAGONIA,S.PAT.ICEFIELD,-50.3,-73.87,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,EXPLORADORES,1011,PATAGONIA,N.PAT.ICEFIELD,-46.5,-73.17,4,2,9,NE,N,,,SAN,SAN-01
CL,FIERO,1021,PATAGONIA,N.PAT.ICEFIELD,-46.7,-73.2,4,2,4,E,SE,,,SAN,SAN-01
CL,G30,2005,CENTRAL ANDES,,-33.13,-70.13,6,3,0,S,S,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-02
CL,G32,2006,CENTRAL ANDES,,-33.13,-70.12,6,3,0,S,S,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-02
CL,GRAN CAMPO NEVADO (GCN),3444,SOUTHERN PATAGONIA,PENINSULA MUNOZ GAMERO,-52.8,-73.1,3,0,0,,,,"Schneider et al. (2007), Global and Planetary Change.",SAN,SAN-01
CL,GREVE,1637,PATAGONIA,S.PAT.ICEFIELD,-48.97,-73.92,4,2,4,NW,NW,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,GREY,1659,PATAGONIA,S.PAT.ICEFIELD,-51.02,-73.2,4,2,4,SE,SE,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,GROSSE,1044,PATAGONIA,N.PAT.ICEFIELD,-46.45,-73.3,4,2,9,N,NE,,,SAN,SAN-01
CL,GUALAS N-TONGUE,1019,PATAGONIA,N.PAT.ICEFIELD,-46.55,-73.67,4,2,9,NW,W,3583,,SAN,SAN-01
CL,GUALAS S-TONGUE,1020,PATAGONIA,N.PAT.ICEFIELD,-46.55,-73.67,4,2,9,NW,W,3583,,SAN,SAN-01
CL,GUANACO,3983,CENTRAL ANDES,,-29.34804,-70.01573,6,3,6,SE,SE,,"Glacier is located on the border between Chile and Argentina. Data from CECs, 2014.",SAN,SAN-02
CL,HPN 1,1039,PATAGONIA,N.PAT.ICEFIELD,-47.18,-73.87,4,2,8,W,W,,,SAN,SAN-01
CL,HPN 2,1038,PATAGONIA,N.PAT.ICEFIELD,-47.23,-73.9,4,2,8,NW,NW,33649,,SAN,SAN-01
CL,HPN 3,1037,PATAGONIA,N.PAT.ICEFIELD,-47.32,-73.92,4,2,8,NW,W,33649,,SAN,SAN-01
CL,HPN 4,1035,PATAGONIA,N.PAT.ICEFIELD,-47.45,-73.58,4,2,8,SE,SE,,,SAN,SAN-01
CL,HPS12,1640,PATAGONIA,S.PAT.ICEFIELD,-49.68,-73.75,4,2,4,SW,SW,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS13,1642,PATAGONIA,S.PAT.ICEFIELD,-49.72,-73.67,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS15,1643,PATAGONIA,S.PAT.ICEFIELD,-49.8,-73.7,4,2,4,NW,NW,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS19,1644,PATAGONIA,S.PAT.ICEFIELD,-50,-73.92,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS28,1648,PATAGONIA,S.PAT.ICEFIELD,-50.42,-73.58,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS29,1649,PATAGONIA,S.PAT.ICEFIELD,-50.47,-73.6,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS31,1647,PATAGONIA,S.PAT.ICEFIELD,-50.6,-73.55,4,2,4,SW,SW,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS34,1651,PATAGONIA,S.PAT.ICEFIELD,-50.72,-73.53,4,2,4,NW,NW,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS38,1654,PATAGONIA,S.PAT.ICEFIELD,-51.05,-73.75,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS41,1655,PATAGONIA,S.PAT.ICEFIELD,-51.3,-73.57,4,2,4,SW,SW,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,HPS8,1638,PATAGONIA,S.PAT.ICEFIELD,-49,-73.67,4,2,4,SE,SE,,"DIRECCION GENERAL DE AGUAS MINISTERIO DE OBRAS PUBLICAS Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Santiago: Dirrecion General de Aguas.",SAN,SAN-01
CL,HPS9,1639,PATAGONIA,S.PAT.ICEFIELD,-49.05,-73.8,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,JORGE MONTT,1016,PATAGONIA,S.PAT.ICEFIELD,-48.33,-73.5,4,2,8,N,N,,,SAN,SAN-01
CL,JUNCAL NORTE,2001,CENTRAL ANDES,,-33.03,-70.1,5,3,0,N,N,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-02
CL,JUNCAL SUR,2002,CENTRAL ANDES,,-33.08,-70.1,5,1,0,S,S,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-02
CL,LEONES,1022,PATAGONIA,N.PAT.ICEFIELD,-46.77,-73.22,4,2,4,NE,NE,,,SAN,SAN-01
CL,NEF,1024,PATAGONIA,N.PAT.ICEFIELD,-47.1,-73.18,4,2,8,SE,SE,,,SAN,SAN-01
CL,OCCIDENTAL,1636,PATAGONIA,S.PAT.ICEFIELD,-48.83,-74,4,2,4,W,W,3585,"DIRECCION GENERAL DE AGUAS MINISTERIO DE OBRAS PUBLICAS Ministerio de obras publicas, 2011. Variaciones recientes de glaciares en Chile, segun principales zonas glaciologicas. Santiago: Dirrecion General de Aguas",SAN,SAN-01
CL,OFHIDRO,1633,PATAGONIA,S.PAT.ICEFIELD,-48.42,-73.85,4,2,4,NW,NW,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,O'HIGGINS,1015,PATAGONIA,S.PAT.ICEFIELD,-48.9067,-73.3474,4,2,4,E,NE,,,SAN,SAN-01
CL,OLIVARES BETA,2004,CENTRAL ANDES,,-33.13,-70.18,5,1,0,SW,SW,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-02
CL,OLIVARES GAMA,2003,CENTRAL ANDES,,-33.13,-70.17,5,1,0,S,S,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-02
CL,PARED NORTE,1030,PATAGONIA,N.PAT.ICEFIELD,-47.47,-73.25,4,2,8,E,SE,,,SAN,SAN-01
CL,PARED SUR,1031,PATAGONIA,N.PAT.ICEFIELD,-47.45,-73.33,4,2,9,SE,SE,,,SAN,SAN-01
CL,PENGUIN,1645,PATAGONIA,S.PAT.ICEFIELD,-50.08,-73.92,4,2,4,NW,NW,,,SAN,SAN-01
CL,PINGO,1658,PATAGONIA,S.PAT.ICEFIELD,-51.03,-73.35,4,2,4,SE,SE,,,SAN,SAN-01
CL,PIO XI (BRUEGGEN),1641,PATAGONIA,S.PAT.ICEFIELD,-49.22,-74,4,2,4,W,W,,The glacier tongues flows W and at the very end splits into two termini: one North and the other South.,SAN,SAN-01
CL,PISCIS,1032,PATAGONIA,N.PAT.ICEFIELD,-47.45,-73.42,4,2,8,SE,SE,,,SAN,SAN-01
CL,REICHER NE,1018,PATAGONIA,N.PAT.ICEFIELD,-46.48,-73.58,4,2,6,NW,W,3582,,SAN,SAN-01
CL,REICHER SW,1017,PATAGONIA,N.PAT.ICEFIELD,-46.48,-73.58,4,2,6,NW,W,3582,,SAN,SAN-01
CL,RISOPATRON,2007,CENTRAL ANDES,,-33.13,-70.08,5,1,0,W,W,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-02
CL,SAN QUINTIN,1041,PATAGONIA,N.PAT.ICEFIELD,-46.87,-74.08,4,2,8,W,W,,,SAN,SAN-01
CL,SAN RAFAEL,1042,PATAGONIA,N.PAT.ICEFIELD,-46.68,-73.85,4,2,4,W,NW,,,SAN,SAN-01
CL,SNOWY,1656,PATAGONIA,S.PAT.ICEFIELD,-51.37,-73.57,4,2,4,W,W,,"Entry from former field AUTHORS: ""G. CASASSA, A. RIVERA""",SAN,SAN-01
CL,SOLER,1023,PATOGONIA,N.PAT.ICEFIELD,-46.9,-73.18,4,2,8,E,SE,,,SAN,SAN-01
CL,STEFFEN,1036,PATAGONIA,N.PAT.ICEFIELD,-47.53,-73.7,4,2,8,S,S,,,SAN,SAN-01
CL,TEMPANO,1635,PATAGONIA,S.PAT.ICEFIELD,-48.73,-74.05,4,2,4,W,W,3585,,SAN,SAN-01
CL,TRONQUITOS,1010,NORTHERN CHILE,RIO COPIAPO,-28.53,-69.72,6,4,8,SW,SW,,,SAN,SAN-02
CL,TYNDALL,1013,PATAGONIA,S.PAT.ICEFIELD,-51.17,-73.33,4,2,8,E,SE,,,SAN,SAN-01
CL,UNIVERSIDAD,2009,CENTRAL ANDES,,-34.7,-70.33,5,1,0,SW,SW,,"C. ACUNA, G. CASASSA, A.RIVERA. CENTRO DE ESTUDIOS CIENTIFICOS, VALDIVIA, CHILE.",SAN,SAN-02
CL,UNNAMED RC1,1043,PATAGONIA,N.PAT.ICEFIELD,-46.47,-73.38,4,2,8,NE,NE,,,SAN,SAN-01
CL,UNNAMED RC2,1034,PATAGONIA,N.PAT.ICEFIELD,-47.47,-73.52,4,2,8,SW,SW,,,SAN,SAN-01
CL,UNNAMED RC3,1033,PATAGONIA,N.PAT.ICEFIELD,-47.5,-73.48,4,2,8,S,S,,,SAN,SAN-01
CL,UNNAMED RC4,1029,PATAGONIA,N.PAT.ICEFIELD,-47.37,-73.3,4,2,8,E,E,,,SAN,SAN-01
CL,UNNAMED RC5,1025,PATAGONIA,N.PAT.ICEFIELD,-47.05,-73.32,4,2,8,NE,E,,,SAN,SAN-01
CL,UNNAMED RC6,1012,PATAGONIA,N.PAT.ICEFIELD,-46.65,-73.18,4,2,8,SE,SE,,,SAN,SAN-01
CN,KANGWURE,3694,HIMALAYA,MT XIXIABANGMA,28.45,85.75,5,3,6,NE,NE,,,ASE,ASE-01
CN,MUZTAG ATA (GLACIER NO. 15),3992,EASTERN PAMIR,MT.MUZTAGATA,38.2378,75.0633,6,4,6,W,W,,,ASC,ASC-02
CN,NINGCHAN GLACIER NO.1,10407,QILIAN SHAN,SHIYANGHE BASIN,37.517,101.838,6,3,8,N,NW,,,ASC,ASC-07
CN,PARLUNG NO. 94,3987,SOUTHEAST TIBETAN PLATEAU,MT. GANGRIGABU,29.3861,96.9756,5,2,8,NW,NW,,"Wei Yang et al. 2010, Chin.Sci.Bulletin, doi:10.1007/s11434-010-3214-4. Tandong Yao et al. 2010, Chin.Sci.Bulletin, doi:10.1007/s11434-010-3213-5. Tandong Yao et al. 2012, NCC, doi:10.1038/NCLIMATE1580. Wei Yang et al. 2013, JGR, doi:10.1002/jgrd.50760.",ASE,ASE-03
CN,URUMQI GLACIER NO. 1 E-BRANCH,1511,EASTERN TIANSHAN,URUMQI RIVER BASIN,43.111,86.811,5,3,8,NE,NE,853,"AT THE BEGINNING OF THE 1990S THE GLACIER SEPARATED INTO 2 BRANCHES: EAST- AND WEST BRANCH; Entry from former field AUTHORS: ""LIU SHIYIN""",ASC,ASC-04
CN,URUMQI GLACIER NO. 1 W-BRANCH,1512,EASTERN TIANSHAN,URUMQI RIVER BASIN,43.118,86.804,5,3,8,NE,NE,853,"AT THE BEGINNING OF THE 1990S THE GLACIER SEPARATED INTO 2 BRANCHES: EAST- AND WEST BRANCH; Entry from former field AUTHORS: ""LIU SHIYIN""",ASC,ASC-04
CN,XIAO DONGKZMADI,1510,TIBETAN PLATEAU,TANGGULA MTS.,33.17,92.13,5,3,8,S,SW,,"Entry from former field AUTHORS: ""LIU SHIYIN""",ASC,ASC-08
IN,ADI KAILASH,3051,UTTARANCHAL,RAMGANGA,30.3319,80.6394,5,3,1,NE,NE,,,ASE,ASE-01
IN,BATAL,7182,WESTERN HIMALAYA,LAHAUL SPITI,32.33961,77.56785,6,3,9,,,,,ASW,ASW-03
IN,BEAS KUND,3053,HIMACHAL PRADESH,BEAS,32.3447,77.0783,5,3,1,NE,NE,,,ASW,ASW-03
IN,BHAGIRATHI KHARAK,3050,UTTARANCHAL,VISHNUGANGA,30.7881,79.3,5,3,1,E,E,,,ASE,ASE-01
IN,CHANGMEKHANGPU,1045,HIMALAYA,TISTA BASIN,27.9599,88.6844,5,3,0,S,S,,,ASE,ASE-02
IN,CHHOTA SHIGRI,2921,WESTERN HIMALAYA,PIR PANJAL RANGE,32.2349,77.5157,5,1,9,N,N,,Any kind of exposition of the accumulation area.The glacier tongue has a thick debris cover and steep slopes.,ASW,ASW-03
IN,CHIPA,3048,UTTARANCHAL,DHAULIGANGA,30.1819,80.4958,5,3,1,E,E,,,ASE,ASE-01
IN,DUNAGIRI,1047,CHAMOLI U.P.,DHAULIGANGA,30.5578,79.8941,5,3,7,N,N,,,ASE,ASE-01
IN,GLACIER NO. 30,3052,HIMACHAL PRADESH,BEAS,32.26,77.3389,5,3,1,N,N,,,ASW,ASW-03
IN,HAMTAH,3044,HIMACHAL PRADESH,CHANDRA,32.2348,77.3738,5,3,0,NW,NW,,,ASW,ASW-03
IN,JHULANG (KHARSA),3046,UTTARANCHAL,DHAULIGANGA,30.3597,80.4042,5,3,1,NE,NE,,,ASE,ASE-01
IN,JOBRI,3054,HIMACHAL PRADESH,BEAS,32.2126,77.3579,5,3,1,NW,NW,,,ASW,ASW-03
IN,MEOLA,3047,UTTARANCHAL,DHAULIGANGA,30.2083,80.4583,5,3,2,E,E,,,ASE,ASE-01
IN,NARADU,10415,KINNAUR H.P.,BASPA VALLEY,31.29,78.405,5,2,9,NE,NE,,,ASW,ASW-03
IN,NIKARCHU,3049,UTTARANCHAL,KUTHIYANKTI,30.2875,80.6531,5,3,1,NE,NE,,,ASE,ASE-01
IN,PATSIO,7217,WESTERN HIMALAYA,LAHAUL SPITI,32.75671,77.32883,6,3,9,,,,,ASW,ASW-03
IN,PINDARI,3045,UTTARANCHAL,PINDAR,30.3014,80.0072,5,3,0,SE,S,,,ASE,ASE-01
IN,RGI50-14.11740,7013,WESTERN HIMALAYA,LAHAUL SPITI,31.76822,77.87905,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11747,9688,WESTERN HIMALAYA,LAHAUL SPITI,31.79418,77.86648,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11748,7170,WESTERN HIMALAYA,LAHAUL SPITI,31.7849,77.87952,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.11749,7263,WESTERN HIMALAYA,LAHAUL SPITI,31.93639,77.91699,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11750,7303,WESTERN HIMALAYA,LAHAUL SPITI,31.95137,77.91018,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11751,7230,WESTERN HIMALAYA,LAHAUL SPITI,31.9643,77.90182,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.11752,7239,WESTERN HIMALAYA,LAHAUL SPITI,31.97549,77.88953,6,3,9,,,,,ASW,ASW-03
