POLITICAL_UNIT,NAME,WGMS_ID,GEN_LOCATION,SPEC_LOCATION,LATITUDE,LONGITUDE,PRIM_CLASSIFIC,FORM,FRONTAL_CHARS,EXPOS_ACC_AREA,EXPOS_ABL_AREA,PARENT_GLACIER,REMARKS,GLACIER_REGION_CODE,GLACIER_SUBREGION_CODE
IN,RGI50-14.15728,7293,WESTERN HIMALAYA,LAHAUL SPITI,32.2524,77.02408,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15733,9879,WESTERN HIMALAYA,LAHAUL SPITI,32.38675,77.20453,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15734,7233,WESTERN HIMALAYA,LAHAUL SPITI,32.352,77.03587,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15737,10217,WESTERN HIMALAYA,LAHAUL SPITI,32.27137,77.01221,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15938,6871,WESTERN HIMALAYA,LAHAUL SPITI,32.41361,76.96199,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.15949,9953,WESTERN HIMALAYA,LAHAUL SPITI,32.41686,77.01755,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15950,9694,WESTERN HIMALAYA,LAHAUL SPITI,32.44273,77.0416,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15951,7290,WESTERN HIMALAYA,LAHAUL SPITI,32.41283,77.02177,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15952,7176,WESTERN HIMALAYA,LAHAUL SPITI,32.42993,77.01651,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.15953,6965,WESTERN HIMALAYA,LAHAUL SPITI,32.44025,77.05595,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15954,10048,WESTERN HIMALAYA,LAHAUL SPITI,32.44461,77.03306,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15955,10261,WESTERN HIMALAYA,LAHAUL SPITI,32.45339,77.01599,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15956,9812,WESTERN HIMALAYA,LAHAUL SPITI,32.47466,77.03016,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15957,6955,WESTERN HIMALAYA,LAHAUL SPITI,32.46852,77.02664,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15958,9638,WESTERN HIMALAYA,LAHAUL SPITI,32.47124,77.02946,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15959,10166,WESTERN HIMALAYA,LAHAUL SPITI,32.44989,77.02603,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15960,6997,WESTERN HIMALAYA,LAHAUL SPITI,32.46063,77.03491,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15961,10157,WESTERN HIMALAYA,LAHAUL SPITI,32.46869,77.03854,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15962,10185,WESTERN HIMALAYA,LAHAUL SPITI,32.45506,77.05327,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15963,9590,WESTERN HIMALAYA,LAHAUL SPITI,32.46307,77.06997,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15964,9641,WESTERN HIMALAYA,LAHAUL SPITI,32.43292,77.05017,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15966,7175,WESTERN HIMALAYA,LAHAUL SPITI,32.43803,77.07986,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.15967,10117,WESTERN HIMALAYA,LAHAUL SPITI,32.39639,77.03932,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15968,7147,WESTERN HIMALAYA,LAHAUL SPITI,32.40357,77.06441,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.15969,6929,WESTERN HIMALAYA,LAHAUL SPITI,32.39721,77.82755,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15970,9508,WESTERN HIMALAYA,LAHAUL SPITI,32.40228,77.85664,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15971,7005,WESTERN HIMALAYA,LAHAUL SPITI,32.39748,77.8724,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15972,9673,WESTERN HIMALAYA,LAHAUL SPITI,32.40771,77.79339,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15979,10222,WESTERN HIMALAYA,LAHAUL SPITI,32.31971,77.07375,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15981,7067,WESTERN HIMALAYA,LAHAUL SPITI,32.15907,77.33881,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15982,10057,WESTERN HIMALAYA,LAHAUL SPITI,32.15974,77.34942,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15983,10155,WESTERN HIMALAYA,LAHAUL SPITI,32.15797,77.35825,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15984,10202,WESTERN HIMALAYA,LAHAUL SPITI,32.16142,77.36933,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15985,10178,WESTERN HIMALAYA,LAHAUL SPITI,32.16948,77.38033,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15986,10316,WESTERN HIMALAYA,LAHAUL SPITI,32.15313,77.39384,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15987,10219,WESTERN HIMALAYA,LAHAUL SPITI,32.18056,77.45612,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15988,7131,WESTERN HIMALAYA,LAHAUL SPITI,32.20505,77.43835,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.15989,10237,WESTERN HIMALAYA,LAHAUL SPITI,32.20247,77.48338,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.15991,10292,WESTERN HIMALAYA,LAHAUL SPITI,32.1851,77.57129,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15992,7267,WESTERN HIMALAYA,LAHAUL SPITI,32.24185,77.56651,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15993,7124,WESTERN HIMALAYA,LAHAUL SPITI,32.39471,77.47849,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.15994,7155,WESTERN HIMALAYA,LAHAUL SPITI,32.35669,77.47634,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.15995,7335,WESTERN HIMALAYA,LAHAUL SPITI,32.3445,77.41647,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15996,10020,WESTERN HIMALAYA,LAHAUL SPITI,32.34063,77.41988,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15997,10245,WESTERN HIMALAYA,LAHAUL SPITI,32.33073,77.74336,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15998,9992,WESTERN HIMALAYA,LAHAUL SPITI,32.32866,77.7464,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.15999,7258,WESTERN HIMALAYA,LAHAUL SPITI,32.2098,77.67528,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16000,7238,WESTERN HIMALAYA,LAHAUL SPITI,32.13334,77.57849,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16001,10275,WESTERN HIMALAYA,LAHAUL SPITI,32.10375,77.58425,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16002,10308,WESTERN HIMALAYA,LAHAUL SPITI,32.10863,77.59573,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16003,10329,WESTERN HIMALAYA,LAHAUL SPITI,32.10373,77.59046,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16004,10126,WESTERN HIMALAYA,LAHAUL SPITI,32.05406,77.67503,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16005,7162,WESTERN HIMALAYA,LAHAUL SPITI,32.07838,77.6976,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.16006,9966,WESTERN HIMALAYA,LAHAUL SPITI,32.0808,77.69098,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16007,9554,WESTERN HIMALAYA,LAHAUL SPITI,31.92368,77.57627,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16009,10253,WESTERN HIMALAYA,LAHAUL SPITI,32.12322,77.76831,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16010,6949,WESTERN HIMALAYA,LAHAUL SPITI,32.12433,77.76532,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16011,9500,WESTERN HIMALAYA,LAHAUL SPITI,32.33487,77.75502,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16012,10049,WESTERN HIMALAYA,LAHAUL SPITI,32.3296,77.74953,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16013,7174,WESTERN HIMALAYA,LAHAUL SPITI,32.20782,77.58527,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.16014,9667,WESTERN HIMALAYA,LAHAUL SPITI,32.3666,77.41583,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16015,10231,WESTERN HIMALAYA,LAHAUL SPITI,32.37267,77.43947,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.16016,7116,WESTERN HIMALAYA,LAHAUL SPITI,32.49305,77.30078,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.16017,10130,WESTERN HIMALAYA,LAHAUL SPITI,32.47166,77.35207,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16018,7059,WESTERN HIMALAYA,LAHAUL SPITI,32.2364,77.55061,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16019,7330,WESTERN HIMALAYA,LAHAUL SPITI,32.23695,77.57177,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16020,6857,WESTERN HIMALAYA,LAHAUL SPITI,32.16993,77.43959,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16021,9604,WESTERN HIMALAYA,LAHAUL SPITI,32.20745,77.42644,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16035,10066,WESTERN HIMALAYA,LAHAUL SPITI,32.13458,77.53593,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16036,10216,WESTERN HIMALAYA,LAHAUL SPITI,32.23766,77.40856,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16037,7040,WESTERN HIMALAYA,LAHAUL SPITI,32.23492,77.3968,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16038,9469,WESTERN HIMALAYA,LAHAUL SPITI,32.24107,77.39319,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16039,10333,WESTERN HIMALAYA,LAHAUL SPITI,32.33779,77.48847,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16040,7302,WESTERN HIMALAYA,LAHAUL SPITI,32.32111,77.51683,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16041,7126,WESTERN HIMALAYA,LAHAUL SPITI,32.33453,77.53474,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.16044,9941,WESTERN HIMALAYA,LAHAUL SPITI,32.25261,77.41475,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16045,10133,WESTERN HIMALAYA,LAHAUL SPITI,32.24892,77.41148,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16046,10309,WESTERN HIMALAYA,LAHAUL SPITI,32.24395,77.39015,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16047,7039,WESTERN HIMALAYA,LAHAUL SPITI,32.24818,77.38434,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16048,10199,WESTERN HIMALAYA,LAHAUL SPITI,32.25564,77.40769,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16049,10302,WESTERN HIMALAYA,LAHAUL SPITI,32.3741,77.51417,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16050,10060,WESTERN HIMALAYA,LAHAUL SPITI,32.32703,77.54369,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16051,10330,WESTERN HIMALAYA,LAHAUL SPITI,31.8657,77.60759,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16052,10035,WESTERN HIMALAYA,LAHAUL SPITI,31.86512,77.61529,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16053,10142,WESTERN HIMALAYA,LAHAUL SPITI,31.85985,77.6413,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16054,9924,WESTERN HIMALAYA,LAHAUL SPITI,31.85594,77.63389,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16055,7311,WESTERN HIMALAYA,LAHAUL SPITI,31.85349,77.62501,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16056,7204,WESTERN HIMALAYA,LAHAUL SPITI,31.86256,77.62394,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16057,10194,WESTERN HIMALAYA,LAHAUL SPITI,32.0493,77.62459,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16058,10162,WESTERN HIMALAYA,LAHAUL SPITI,32.05647,77.63816,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16059,10181,WESTERN HIMALAYA,LAHAUL SPITI,32.04484,77.63636,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16060,10215,WESTERN HIMALAYA,LAHAUL SPITI,32.13605,77.52586,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16061,10307,WESTERN HIMALAYA,LAHAUL SPITI,32.12146,77.56094,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16062,10334,WESTERN HIMALAYA,LAHAUL SPITI,32.11681,77.55219,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16063,9922,WESTERN HIMALAYA,LAHAUL SPITI,32.1108,77.54395,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16064,7158,WESTERN HIMALAYA,LAHAUL SPITI,32.12774,77.54559,6,2,9,,,,,ASW,ASW-03
IN,RGI50-14.16066,9470,WESTERN HIMALAYA,LAHAUL SPITI,32.28899,77.73754,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16067,7243,WESTERN HIMALAYA,LAHAUL SPITI,32.29661,77.72363,6,3,9,,,,,ASW,ASW-03
IN,RGI50-14.16068,7123,WESTERN HIMALAYA,LAHAUL SPITI,32.11216,77.63316,6,2,9,,,,,ASW,ASW-03
IN,RULUNG,10416,WESTERN HIMALAYA,ZANSKAR RANGE,33.11,78.44,6,2,8,W,NW,,,ASW,ASW-03
IN,SARA UMGA,3055,HIMACHAL PRADESH,PARVATI,32.1606,77.5542,5,3,1,W,SW,,,ASW,ASW-03
IN,SHAUNE GARANG,1048,KINNAUR H.P.,BASPA VALLEY,31.2923,78.3494,5,2,7,W,N,,"Glacier called ""NARADU"" in Koul and Ganjoo (2009), Climatic Change.",ASW,ASW-03
IN,ZEMU,1046,HIMALAYA,TISTA BASIN,27.7,88.22,5,1,0,E,E,,,ASE,ASE-02
IS,BAEGISARJOKULL,3059,N-ICELAND,TROLLASKAGI,65.59,-18.37,5,3,0,N,N,,B??GIS??RJ??KULL. Surge-type glacier.,ISL,ISL-01
IS,BARKARDALS_TUNGNAHRYGGSJOKULL,26288,ICELAND,TROLLASKAGI,65.6693,-18.8413,6,4,7,,,,Entire glacier complex.,ISL,ISL-01
IS,BREIDAMJOKULL E. A.,3061,SE-ICELAND,VATNAJOKULL,64.22,-16.33,4,2,4,S,SE,3754,BREI??AMERKURJ??KULL E. A. Surge-type glacier.,ISL,ISL-01
IS,BREIDAMJOKULL E. B.,3062,SE ICELAND,VATNAJOKULL,64.22,-16.33,4,2,4,S,SE,3754,BREI??AMERKURJ??KULL E. B. Surge-type glacier.,ISL,ISL-01
IS,BREIDAMJOKULL W. A.,3063,SE-ICELAND,VATNAJOKULL,64.06,-16.4,4,2,4,E,SE,3754,BREI??AMERKURJ??KULL W. A.,ISL,ISL-01
IS,BREIDAMJOKULL W. B.,3064,SE ICELAND,VATNAJOKULL,64.17,-16.47,4,2,0,S,S,3754,BREI??AMERKURJ??KULL W. B. Surge-type and calving glacier.,ISL,ISL-01
IS,BREIDAMJOKULL W. C.,3065,SE ICELAND,VATNAJOKULL,64.17,-16.47,4,2,3,SE,SE,3754,BREI??AMERKURJ??KULL W. C. Surge-type and calving glacier.,ISL,ISL-01
IS,BROKARJOKULL,3066,,,64.25,-16.12,4,3,3,S,SE,,BR??KARJ??KULL.,ISL,ISL-01
IS,BRUARJOKULL,3067,E-ICELAND,VATNAJOKULL,64.67,-16.17,4,3,3,N,N,3754,BR??ARJ??KULL. Surge-type glacier.,ISL,ISL-01
IS,DRANGAJOKULL ICE CAP,6831,NW-ICELAND,DRANGAJOEKULL,66.16,-22.25,3,0,0,,,,,ISL,ISL-01
IS,DYNGJUJOKULL,3068,CENTRAL NORTHERN ICELAND,,64.67,-17,4,2,3,N,N,,DYNGJUJ??KULL. Surge-type glacier.,ISL,ISL-01
IS,EIRIKSJOKULL,26289,ICELAND,ICELANDIC HIGHLANDS,64.7731,-20.3929,3,2,3,,,,Entire glacier complex.,ISL,ISL-01
IS,EYJABAKKAJOKULL,3069,E-ICELAND,VATNAJOKULL,64.65,-15.58,4,2,3,N,NE,3754,EYJABAKKAJ??KULL. Surge-type glacier.,ISL,ISL-01
IS,EYJAFJALLAJOKULL,3353,S-ICELAND,EYJAFJALLAJ.,63.625,-19.625,3,3,0,,,,EYJAFJALLAJ??KULL.,ISL,ISL-01
IS,EYVINDSTUNGNAJOKULL,3070,SE ICELAND,VATNAJOKULL,64.2491,-15.801,4,3,3,S,S,3754,EYV??NDSTUNGNAJOKULL.,ISL,ISL-01
IS,FALLJOKULL,3071,SE-ICELAND,VATNAJOKULL,63.98,-16.75,4,3,3,W,W,3754,FALLJ??KULL.,ISL,ISL-01
IS,FJALLSJOKULL BY BREIDAMERKURFJALL,3073,SE ICELAND,VATNAJOKULL,64.04,-16.4,4,3,4,SE,E,3754,FJALLSJ??KULL BY BREI??AMERKURFJALL.,ISL,ISL-01
IS,FJALLSJOKULL BY GAMLASEL,3074,SE-ICELAND,VATNAJOKULL,64.01,-16.42,4,3,4,SE,E,3754,FJALLSJ??KULL BY GAMLASEL.,ISL,ISL-01
IS,FJALLSJOKULL FITJAR,3072,SE ICELAND,VATNAJOKULL,64.03,-16.52,4,3,4,SE,E,3754,FJALLS??KULL F??TJAR.,ISL,ISL-01
IS,FLAAJOKULL,3078,SE ICELAND,VATNAJOKULL,64.3634,-15.653,4,3,2,SE,SE,,FL??AJ??KULL Holmsargardur JM 152.,ISL,ISL-01
IS,FLAAJOKULL E 146,3075,SE ICELAND,VATNAJOKULL,64.3634,-15.653,4,3,2,SE,SE,,FL??AJ??KULL E 146.,ISL,ISL-01
IS,FLAAJOKULL E 148,3076,SE ICELAND,VATNAJOKULL,64.3634,-15.653,4,3,2,SE,SE,,FL??AJ??KULL E 148.,ISL,ISL-01
IS,FLAAJOKULL E 150,3077,SE ICELAND,VATNAJOKULL,64.3634,-15.653,4,3,2,SE,SE,,FL??AJ??KULL E 150.,ISL,ISL-01
IS,GIGJOKULL,3079,S-ICELAND,EYJAFJALLAJ.,63.67,-19.62,4,3,4,N,N,3352,GIGJ??KULL. Circular ice cap.,ISL,ISL-01
IS,GLJUFURARJOKULL,3080,N-ICELAND,TROELLASKAGI,65.72,-18.65,5,4,8,N,N,,GLJ??FUR??RJ??KULL.,ISL,ISL-01
IS,HAGAFELLSJOKULL E,3081,CENTRAL-ICELAND,LANGJOKULL,64.49,-20.26,4,3,3,SW,SW,,HAGAFELLSJ??KULL EYSTRI. Surge-type and calving glacier.,ISL,ISL-01
IS,HAGAFELLSJOKULL W,3082,CENTRAL-ICELAND,LANGJOKULL,64.49,-20.41,4,3,3,SW,SW,,HAGAFELLSJ??KULL VESTRI. Surge-type glacier.,ISL,ISL-01
IS,HALSJOKULL,3083,,,65.87,-18.47,6,4,8,N,N,,HALSJ??KULL.,ISL,ISL-01
IS,HEINABERGSJOKULL,3085,SE ICELAND,,64.3147,-15.8076,4,2,4,E,E,,HEINABERGSJ??KULL GEITAKINN,ISL,ISL-01
IS,HEINABERGSJOKULL H,3084,SE ICELAND,VATNAJOKULL,64.3147,-15.8076,4,2,4,E,E,,HEINABERGSJ??KULL HAFRAFELL,ISL,ISL-01
IS,HOFFELLSJOKULL W,3087,SE-ICELAND,VATNAJOKULL,64.48,-15.57,4,3,3,SE,SE,3953,HOFFELLSJ??KULL W.,ISL,ISL-01
IS,HOFSJOKUL_EYSTRI,26290,ICELAND,,64.6183,-15.0518,3,2,3,,,,Entire glacier complex.,ISL,ISL-01
IS,HOFSJOKULL E,3088,CENTRAL ICELAND,HOFSJOKULL,64.8,-18.58,4,3,3,E,E,6830,HOFSJ??KULL E.,ISL,ISL-01
IS,HOFSJOKULL ICE CAP,6830,CENTRAL-ICELAND,HOFSJOEKULL,64.81,-18.82,3,0,0,,,,,ISL,ISL-01
IS,HOFSJOKULL N,3089,CENTRAL ICELAND,HOFSJOKULL,64.92,-18.83,4,3,3,N,N,6830,"HOFSJ??KULL N, with MB record.",ISL,ISL-01
IS,HOFSJOKULL SW,3090,CENTRAL ICELAND,HOFSJOKULL,64.72,-19.05,4,3,3,SW,SW,6830,HOFSJ??KULL SW.,ISL,ISL-01
IS,HRUTARJOKULL,3091,SE-ICELAND,VATNAJOKULL,64.02,-16.53,4,3,3,E,E,3754,HRUTARJ??KULL.,ISL,ISL-01
IS,HRUTFELL,26291,ICELAND,,64.7427,-19.7379,3,2,3,,,,Entire glacier complex.,ISL,ISL-01
IS,HYRNINGSJOKULL,3092,WEST-ICELAND,SNAEFELLSJOKULL,64.81,-23.73,4,3,3,E,E,,HYRNINGSJ??KULL.,ISL,ISL-01
IS,JOKULHALS,3093,WEST-ICELAND,SNAEFELLSJOKULL,64.82,-23.75,4,3,3,E,E,,J??KULHALS.,ISL,ISL-01
IS,JOKULKROKUR,3094,CENTRAL-ICELAND,LANGJOKULL,64.7724,-19.8315,4,3,3,NE,NE,3660,J??KULKR??KUR.,ISL,ISL-01
IS,KALDALONSJOKULL,3095,NW-ICELAND,DRANGAJOKULL,66.12,-22.29,4,3,3,SW,SW,6831,"KALDAL??NSJ??KULL. Surge-type, last surge in 1995-1999.",ISL,ISL-01
IS,KOLDUKVISLARJ.,3096,,,64.58,-17.83,4,3,3,NW,NW,,K??LDUKV??SLARJ??KULL. Surge-type glacier.,ISL,ISL-01
IS,KOTARJOKULL,3906,SE-ICELAND,VATNAJOKULL,63.96,-16.7,4,0,0,SE,SE,3754,KOT??RJ??KULL,ISL,ISL-01
IS,KVERKJOKULL,3097,SE-ICELAND,VATNAJOKULL,64.72,-16.65,4,3,3,N,NW,3754,KVERKJ??KULL.,ISL,ISL-01
IS,KVIARJOKULL,3098,SE-ICELAND,VATNAJOKULL,63.97,-16.57,4,3,3,SE,SE,3754,KVERKJ??KULL,ISL,ISL-01
IS,LANGJOKULL ICE CAP,3660,,,64.67,-20.1,3,0,0,,,,LANGJ??KULL ICE CAP.,ISL,ISL-01
IS,LEIRUFJARDARJOKULL,3102,NW-ICELAND,DRANGAJOKULL,66.19,-22.44,4,3,3,NW,NW,6831,"LEIRUFJAR??ARJ??KULL. Surge-type, last surge in 1995-2001.",ISL,ISL-01
IS,MORSARJOKULL,3104,SE-ICELAND,VATNAJOKULL,64.09,-16.94,4,3,3,SW,SW,3754,MORS??RJ??KULL.,ISL,ISL-01
IS,MULAJOKULL S,3105,CENTRAL ICELAND,HOFSJOKULL,64.67,-18.66,4,3,2,SE,SE,6830,M??LAJ??KULL S. Surge-type glacier.,ISL,ISL-01
IS,MULAJOKULL W,3106,CENTRAL-ICELAND,HOFSJOKULL,64.67,-18.72,4,3,1,S,SE,6830,M??LAJ??KULL W. Surge-type glacier.,ISL,ISL-01
IS,MYRDALSJOKULL ICE CAP,6832,S-ICELAND,MYRDALJOEKULL,63.66,-19.13,3,0,0,,,,,ISL,ISL-01
IS,NAUTHAGAJOKULL,3107,CENTRAL-ICELAND,HOFSJOKULL,64.65,-18.76,4,3,3,S,S,6830,NAUTHAGAJ??KULL.,ISL,ISL-01
IS,OLDUFELLSJOKULL,3108,S-ICELAND,MYRDALSJOKULL,63.73,-18.84,4,3,2,NE,E,6832,??LDUFELLSJ??KULL. Surge-type glacier.,ISL,ISL-01
IS,ORAEFAJOKULL,26292,ICELAND,,63.999,-16.6511,3,2,3,,,3754,Entire glacier complex.,ISL,ISL-01
IS,REYKJAFJARDARJOKULL,3109,NW-ICELAND,DRANGAJOKULL,66.2,-22.18,4,3,3,NE,NE,6831,"REYKJAFJAR??ARJ??KULL. Surge-type, surging during 2002-2006.",ISL,ISL-01
IS,SATUJOKULL E,3099,CENTRAL ICELAND,HOFSJOKULL,64.97,-18.86,4,3,0,N,N,6830,"S??tuj??kull, Lambahraun (eastern site), with FV record.",ISL,ISL-01
IS,SATUJOKULL W,3110,CENTRAL-ICELAND,HOFSJOKULL,64.95,-18.92,4,3,3,N,N,6830,"S??tuj??kull, Eyfir??ingah??lar (western site), with FV record.",ISL,ISL-01
IS,SIDUJOKULL E M 175,3111,SE ICELAND,VATNAJOKULL,64.18,-17.88,4,3,2,SW,S,3754,S????UJ??KULL E M 175. Surge-type glacier.,ISL,ISL-01
IS,SIDUJOKULL E M 177,3112,SE-ICELAND,VATNAJOKULL,64.11,-17.74,4,3,2,SW,S,3754,S????UJ??KULL E M 177. Surge-type glacier.,ISL,ISL-01
IS,SKAFTAFELLSJOKULL,3113,SE ICELAND,VATNAJOKULL,64.02,-16.9,4,2,3,SW,SW,3754,SKAFTAFELLSJ??KULL.,ISL,ISL-01
IS,SKALAFELLSJOKULL,3115,SE ICELAND,VATNAJOKULL,64.266,-15.7576,4,3,3,SE,E,,SK??LAFELLSJ??KULL WEST,ISL,ISL-01
IS,SKEIDARARJOKULL E1,3116,SE-ICELAND,VATNAJOKULL,64.03,-17.09,4,3,2,S,S,3754,SKEI??AR??RJ??KULL E1. Surge-type glacier.,ISL,ISL-01
IS,SKEIDARARJOKULL E2,3117,SE ICELAND,VATNAJOKULL,64.01,-17.11,4,3,2,S,S,3754,SKEI??AR??RJ??KULL E2.,ISL,ISL-01
IS,SKEIDARARJOKULL E3,3118,SE ICELAND,VATNAJOKULL,64.01,-17.14,4,3,2,S,S,3754,SKEI??AR??RJ??KULL E3.,ISL,ISL-01
IS,SKEIDARARJOKULL W,3119,SE-ICELAND,VATNAJOKULL,64.01,-17.37,4,3,2,S,S,3754,SKEI??AR??RJ??KULL W. Surge-type glacier.,ISL,ISL-01
IS,SNAEFELL,26294,ICELAND,,64.7978,-15.5602,6,2,3,,,,Entire glacier complex.,ISL,ISL-01
IS,SNAEFELLSJOKULL,26293,ICELAND,,64.804,-23.7783,3,2,3,,,,Entire glacier complex.,ISL,ISL-01
IS,SOLHEIMAJOKULL W,3122,S-ICELAND,MYRDALSJOKULL,63.53,-19.37,4,3,3,SW,SW,6832,S??LHEIMAJ??KULL W.,ISL,ISL-01
IS,SVINAFELLSJOKULL,3124,SE ICELAND,VATNAJOKULL,63.99,-16.88,4,2,3,W,SW,3754,SV??NAFELLSJ??KULL,ISL,ISL-01
IS,THRANDARJOKULL,3125,EASTERN ICELAND,,64.69992,-14.91099,3,2,3,,,,THRANDARJ??KULL. Circular ice cap.,ISL,ISL-01
IS,TINDFJALLAJOKULL,26295,ICELAND,,63.795,-19.5863,3,2,3,,,,Entire glacier complex.,ISL,ISL-01
IS,TORFAJOKULL,26296,ICELAND,LANDMANALAUGAR,63.8984,-19.0062,3,2,3,,,,Entire glacier complex.,ISL,ISL-01
IS,TUNGNAARJOKULL,3126,CENTRAL-ICELAND,VATNAJOKULL,64.32,-18.07,4,3,3,SW,W,3754,TUNGN??RJ??KULL. Surge-type,ISL,ISL-01
IS,TUNGNAFELLSJOKULL,26297,ICELAND,ICELANDIC HIGHLANDS,64.751,-17.9156,3,2,3,,,,Entire glacier complex.,ISL,ISL-01
